Motion Sensor Data File Sep 25, 2018 1:54 PM
Time (s)	Velocity (cm/s)
16.400	24.080
16.410	27.520
16.420	27.993
16.430	29.240
16.440	31.433
16.450	31.390
16.460	31.820
16.470	34.013
16.480	32.680
16.490	33.153
16.500	34.400
16.510	32.250
16.520	32.293
16.530	32.250
16.540	30.143
16.550	28.810
16.560	27.563
16.570	27.090
16.580	24.080
16.590	22.403
16.600	20.640
16.610	21.973
16.620	21.070
16.630	20.683
16.640	9.890
16.650	6.880
16.660	5.203
16.670	0.860
16.680	-1.247
16.690	-3.440
16.700	-7.267
16.710	-10.320
16.720	-11.997
16.730	-15.050
16.740	-18.017
16.750	-19.307
16.760	-24.080
16.770	-35.217
16.780	-30.960
16.790	-28.337
16.800	-30.100
16.810	-30.917
16.820	-30.960
16.830	-32.637
16.840	-33.497
16.850	-32.680
16.860	-33.927
16.870	-33.970
16.880	-32.207
16.890	-33.110
16.900	-32.207
16.910	-29.670
16.920	-30.057
16.930	-28.767
16.940	-25.370
16.950	-25.327
16.960	-22.790
16.970	-21.027
16.980	-17.630
16.990	-16.727
17.000	-13.760
17.010	-10.277
17.020	-9.030
17.030	-5.977
17.040	-2.150
17.050	-0.387
17.060	2.150
17.070	6.493
17.080	7.740
17.090	10.363
17.100	14.190
17.110	15.523
17.120	17.630
17.130	21.500
17.140	24.123
17.150	25.800
17.160	30.143
17.170	29.670
17.180	29.713
17.190	30.960
17.200	33.110
17.210	32.293
17.220	33.110
17.230	34.873
17.240	33.110
17.250	33.110
17.260	32.723
17.270	30.100
17.280	30.573
17.290	30.530
17.300	29.670
17.310	27.993
17.320	27.520
17.330	24.553
17.340	22.360
17.350	21.543
17.360	18.060
17.370	15.523
17.380	13.330
17.390	11.610
17.400	7.783
17.410	4.730
17.420	3.483
17.430	-0.430
17.440	-3.397
17.450	-5.160
17.460	-8.987
17.470	-12.040
17.480	-12.857
17.490	-16.770
17.500	-19.307
17.510	-20.640
17.520	-23.607
17.530	-25.327
17.540	-26.230
17.550	-29.197
17.560	-30.530
17.570	-30.057
17.580	-32.680
17.590	-33.497
17.600	-33.970
17.610	-33.067
17.620	-34.357
17.630	-33.970
17.640	-32.637
17.650	-33.110
17.660	-32.637
17.670	-30.100
17.680	-30.057
17.690	-28.810
17.700	-25.757
17.710	-24.897
17.720	-23.220
17.730	-19.737
17.740	-18.920
17.750	-15.867
17.760	-12.470
17.770	-11.567
17.780	-8.600
17.790	-5.547
17.800	-1.720
17.810	0.043
17.820	3.010
17.830	6.493
17.840	8.600
17.850	11.223
17.860	14.620
17.870	15.910
17.880	18.533
17.890	21.930
17.900	22.833
17.910	24.510
17.920	27.993
17.930	27.950
17.940	29.670
17.950	31.863
17.960	31.820
17.970	32.293
17.980	34.400
17.990	33.110
18.000	33.153
18.010	32.680
18.020	33.583
18.030	32.250
18.040	31.003
18.050	30.960
18.060	28.810
18.070	26.703
18.080	26.660
18.090	22.833
18.100	21.070
18.110	20.253
18.120	16.340
18.130	14.190
18.140	12.943
18.150	9.030
18.160	6.063
18.170	4.730
18.180	0.473
18.190	-2.150
18.200	-3.397
18.210	-8.170
18.220	-9.847
18.230	-12.900
18.240	-14.147
18.250	-17.630
18.260	-19.737
18.270	-21.070
18.280	-23.607
18.290	-25.800
18.300	-25.757
18.310	-28.767
18.320	-29.670
18.330	-30.057
18.340	-31.820
18.350	-32.637
18.360	-31.820
18.370	-33.067
18.380	-33.540
18.390	-31.777
18.400	-32.207
18.410	-31.820
18.420	-30.917
18.430	-28.380
18.440	-25.327
18.450	-21.500
18.460	-21.457
18.470	-18.490
18.480	-1.247
18.490	-9.460
18.500	-10.277
18.510	3.870
18.520	-6.837
18.530	-7.740
18.540	-5.117
18.550	-1.290
18.560	0.473
18.570	3.010
18.580	6.923
18.590	8.170
18.600	11.223
18.610	14.620
18.620	15.523
18.630	18.060
18.640	19.823
18.650	22.790
18.660	7.740
18.670	16.813
18.680	23.220
18.690	7.783
18.700	27.520
18.710	30.573
18.720	30.530
18.730	31.820
18.740	29.713
18.750	30.100
18.760	32.723
18.770	33.110
18.780	31.433
18.790	30.530
18.800	30.960
18.810	27.993
18.820	27.090
18.830	24.553
18.840	24.510
18.850	20.683
18.860	18.490
18.870	17.630
18.880	13.803
18.890	11.180
18.900	9.933
18.910	5.590
18.920	3.053
18.930	1.290
18.940	-2.537
18.950	-5.590
18.960	-6.407
18.970	-10.750
18.980	-13.287
18.990	-14.620
19.000	-18.017
19.010	-20.210
19.020	-21.027
19.030	-24.080
19.040	-26.617
19.050	-27.950
19.060	-27.907
19.070	-30.487
19.080	-31.820
19.090	-31.347
19.100	-33.110
19.110	-33.927
19.120	-32.680
19.130	-33.497
19.140	-33.927
19.150	-31.820
19.160	-32.207
19.170	-30.960
19.180	-28.337
19.190	-28.380
19.200	-27.047
19.210	-23.650
19.220	-23.177
19.230	-21.070
19.240	-18.877
19.250	-15.437
19.260	-13.760
19.270	-11.567
19.280	-7.740
19.290	-5.977
19.300	-3.440
19.310	1.333
19.320	2.150
19.330	5.203
19.340	9.030
19.350	10.750
19.360	12.943
19.370	16.770
19.380	18.103
19.390	20.210
19.400	23.263
19.410	24.080
19.420	25.843
19.430	28.810
19.440	29.240
19.450	30.143
19.460	31.390
19.470	33.583
19.480	32.680
19.490	33.110
19.500	34.443
19.510	32.680
19.520	32.723
19.530	33.110
19.540	31.390
19.550	30.143
19.560	30.100
19.570	27.133
19.580	25.800
19.590	25.413
19.600	21.930
19.610	19.780
19.620	18.963
19.630	14.620
19.640	12.513
19.650	10.320
19.660	8.213
19.670	4.730
19.680	1.763
19.690	0.430
19.700	-3.827
19.710	-6.450
19.720	-7.697
19.730	-11.610
19.740	-14.147
19.750	-15.480
19.760	-18.877
19.770	-21.500
19.780	-21.887
19.790	-24.940
19.800	-26.617
19.810	-27.090
19.820	-28.767
19.830	-28.767
19.840	-26.660
19.850	-31.777
19.860	-32.250
19.870	-31.777
19.880	-30.100
19.890	-30.057
19.900	-27.520
19.910	-18.877
19.920	-22.317
19.930	-27.520
19.940	-24.467
19.950	-22.790
19.960	-18.017
19.970	-24.080
19.980	-26.187
19.990	-24.080
20.000	-19.307
20.010	-20.640
20.020	-35.647
20.030	-10.750
20.040	-8.127
20.050	-5.160
20.060	-6.407
20.070	-0.430
20.080	3.913
20.090	6.020
20.100	10.363
20.110	11.610
20.120	13.803
20.130	17.630
20.140	18.103
20.150	20.640
20.160	23.263
20.170	24.080
20.180	25.370
20.190	28.423
20.200	27.950
20.210	29.283
20.220	30.960
20.230	31.003
20.240	30.530
20.250	33.110
20.260	31.003
20.270	30.960
20.280	30.573
20.290	30.960
20.300	28.810
20.310	27.563
20.320	27.950
20.330	24.983
20.340	23.220
20.350	22.833
20.360	19.780
20.370	18.060
20.380	17.243
20.390	15.910
20.400	12.513
20.410	17.200
20.420	6.063
20.430	3.870
20.440	1.333
20.450	-3.440
20.460	-5.977
20.470	-8.600
20.480	-8.987
20.490	-14.190
20.500	-16.727
20.510	-27.520
20.520	-24.037
20.530	-24.080
20.540	-24.037
20.550	-26.617
20.560	-27.520
20.570	-27.047
20.580	-29.670
20.590	-30.917
20.600	-29.670
20.610	-32.207
20.620	-31.820
20.630	-30.917
20.640	-31.777
20.650	-31.820
20.660	-29.627
20.670	-30.100
20.680	-28.767
20.690	-27.090
20.700	-24.897
20.710	-24.510
20.720	-22.747
20.730	-19.350
20.740	-18.877
20.750	-16.727
20.760	-12.900
20.770	-11.997
20.780	-9.460
20.790	-5.547
20.800	-4.300
20.810	-1.677
20.820	2.150
20.830	3.440
20.840	6.493
20.850	9.890
20.860	11.223
20.870	13.330
20.880	15.953
20.890	19.350
20.900	20.253
20.910	23.220
20.920	27.563
20.930	29.670
20.940	27.520
20.950	29.713
20.960	29.670
20.970	30.573
20.980	31.820
20.990	31.390
21.000	31.863
21.010	32.250
21.020	29.283
21.030	29.670
21.040	31.433
21.050	27.950
21.060	27.520
21.070	28.423
21.080	25.800
21.090	24.123
21.100	21.930
21.110	21.543
21.120	18.060
21.130	15.910
21.140	14.663
21.150	11.180
21.160	8.213
21.170	7.310
21.180	3.053
21.190	0.430
21.200	-0.817
21.210	-4.730
21.220	-7.697
21.230	-8.600
21.240	-12.427
21.250	-15.050
21.260	-15.867
21.270	-19.350
21.280	-21.457
21.290	-23.650
21.300	-24.037
21.310	-26.617
21.320	-27.950
21.330	-28.337
21.340	-30.530
21.350	-31.347
21.360	-30.530
21.370	-32.207
21.380	-32.680
21.390	-30.917
21.400	-32.207
21.410	-31.820
21.420	-29.627
21.430	-30.530
21.440	-28.767
21.450	-26.660
21.460	-25.757
21.470	-24.940
21.480	-21.027
21.490	-21.027
21.500	-18.920
21.510	-16.297
21.520	-12.900
21.530	-11.567
21.540	-9.030
21.550	-5.117
21.560	-3.870
21.570	-1.247
21.580	3.010
21.590	3.913
21.600	6.450
21.610	10.363
21.620	11.610
21.630	13.760
21.640	17.673
21.650	18.490
21.660	20.683
21.670	24.080
21.680	24.553
21.690	26.230
21.700	27.090
21.710	29.713
21.720	29.240
21.730	30.573
21.740	31.820
21.750	31.003
21.760	31.390
21.770	32.680
21.780	31.003
21.790	30.100
21.800	31.003
21.810	28.380
21.820	27.520
21.830	27.563
21.840	24.080
21.850	22.833
21.860	22.360
21.870	18.533
21.880	16.770
21.890	15.953
21.900	12.040
21.910	9.460
21.920	6.923
21.930	5.590
21.940	1.763
21.950	-0.860
21.960	-2.537
21.970	-6.020
21.980	-8.987
21.990	-9.460
22.000	-13.287
22.010	-15.910
22.020	-16.727
22.030	-20.167
22.040	-21.930
22.050	-22.317
22.060	-25.370
22.070	-26.617
22.080	-26.660
22.090	-28.767
22.100	-29.670
22.110	-30.487
22.120	-29.240
22.130	-30.917
22.140	-31.777
22.150	-30.100
22.160	-31.347
22.170	-30.530
22.180	-28.337
22.190	-28.810
22.200	-27.047
22.210	-21.500
22.220	-19.307
22.230	-19.737
22.240	-12.900
22.250	5.203
22.260	-9.890
22.270	7.783
22.280	-11.180
22.290	-8.557
22.300	-5.160
22.310	-3.827
22.320	-0.860
22.330	1.763
22.340	5.590
22.350	6.450
22.360	9.073
22.370	12.900
22.380	13.373
22.390	15.910
22.400	18.533
22.410	3.010
22.420	15.953
22.430	22.790
22.440	19.823
22.450	5.160
22.460	26.660
22.470	27.563
22.480	28.810
22.490	27.563
22.500	27.950
22.510	31.003
22.520	30.960
22.530	31.820
22.540	30.143
22.550	29.240
22.560	29.713
22.570	27.520
22.580	25.843
22.590	25.370
22.600	22.360
22.610	20.683
22.620	19.350
22.630	15.953
22.640	14.190
22.650	12.943
22.660	9.030
22.670	6.923
22.680	5.160
22.690	1.333
22.700	-1.290
22.710	-2.537
22.720	-6.450
22.730	-8.987
22.740	-11.180
22.750	-12.857
22.760	-15.910
22.770	-18.447
22.780	-18.920
22.790	-22.317
22.800	-24.510
22.810	-24.467
22.820	-27.520
22.830	-28.337
22.840	-28.810
22.850	-30.487
22.860	-31.347
22.870	-30.530
22.880	-31.777
22.890	-31.820
22.900	-30.487
22.910	-31.820
22.920	-30.487
22.930	-30.100
22.940	-27.907
22.950	-27.907
22.960	-26.230
22.970	-23.177
22.980	-22.790
22.990	-20.597
23.000	-17.630
23.010	-16.727
23.020	-14.190
23.030	-10.277
23.040	-9.460
23.050	-7.267
23.060	-3.010
23.070	-1.677
23.080	0.860
23.090	5.203
23.100	6.450
23.110	8.643
23.120	12.900
23.130	13.373
23.140	15.910
23.150	18.103
23.160	21.500
23.170	21.930
23.180	23.693
23.190	26.660
23.200	27.133
23.210	28.380
23.220	30.573
23.230	30.100
23.240	30.530
23.250	32.293
23.260	31.390
23.270	31.003
23.280	32.250
23.290	30.573
23.300	30.100
23.310	30.100
23.320	28.423
23.330	26.660
23.340	24.983
23.350	24.940
23.360	21.500
23.370	19.393
23.380	18.920
23.390	15.523
23.400	12.900
23.410	11.653
23.420	8.170
23.430	5.633
23.440	4.300
23.450	0.043
23.460	-2.150
23.470	-3.827
23.480	-7.740
23.490	-9.847
23.500	-11.180
23.510	-15.007
23.520	-17.200
23.530	-17.587
23.540	-21.070
23.550	-23.177
23.560	-24.510
23.570	-24.897
23.580	-27.477
23.590	-27.520
23.600	-26.617
23.610	-26.660
23.620	-30.057
23.630	-29.670
23.640	-30.057
23.650	-28.810
23.660	-25.757
23.670	-21.930
23.680	-20.597
23.690	-24.467
23.700	-25.800
23.710	-25.757
23.720	-22.360
23.730	-22.747
23.740	-21.070
23.750	-18.877
23.760	-15.910
23.770	-19.737
23.780	-34.400
23.790	-11.997
23.800	-9.890
23.810	-6.407
23.820	-7.310
23.830	-2.107
23.840	2.580
23.850	6.493
23.860	7.310
23.870	9.933
23.880	13.330
23.890	14.233
23.900	16.340
23.910	19.823
23.920	20.210
23.930	21.973
23.940	24.940
23.950	24.510
23.960	26.703
23.970	27.090
23.980	29.283
23.990	28.810
24.000	29.283
24.010	30.530
24.020	29.240
24.030	29.713
24.040	30.100
24.050	28.423
24.060	27.950
24.070	27.950
24.080	25.413
24.090	24.510
24.100	24.123
24.110	21.070
24.120	19.393
24.130	18.490
24.140	15.093
24.150	12.900
24.160	10.750
24.170	9.933
24.180	6.450
24.190	2.623
24.200	2.580
24.210	-1.677
24.220	-4.300
24.230	-5.117
24.240	-10.750
24.250	-11.137
24.260	-12.900
24.270	-17.157
24.280	-18.877
24.290	-19.350
24.300	-22.317
24.310	-24.080
24.320	-24.037
24.330	-26.660
24.340	-27.907
24.350	-27.090
24.360	-29.627
24.370	-30.100
24.380	-30.057
24.390	-29.197
24.400	-30.100
24.410	-29.627
24.420	-28.380
24.430	-28.767
24.440	-27.950
24.450	-25.327
24.460	-25.800
24.470	-23.607
24.480	-21.027
24.490	-20.640
24.500	-18.877
24.510	-15.050
24.520	-14.577
24.530	-12.040
24.540	-8.557
24.550	-7.740
24.560	-5.547
24.570	-2.580
24.580	0.903
24.590	2.150
24.600	5.203
24.610	8.170
24.620	9.933
24.630	11.610
24.640	15.480
24.650	15.953
24.660	18.490
24.670	21.543
24.680	21.930
24.690	23.693
24.700	28.380
24.710	27.563
24.720	28.380
24.730	33.110
24.740	29.283
24.750	30.100
24.760	31.003
24.770	29.670
24.780	27.520
24.790	28.423
24.800	29.240
24.810	26.703
24.820	27.520
24.830	27.563
24.840	24.940
24.850	23.220
24.860	22.833
24.870	19.780
24.880	18.103
24.890	17.200
24.900	13.803
24.910	11.180
24.920	10.363
24.930	6.450
24.940	4.343
24.950	3.010
24.960	-0.817
24.970	-3.440
24.980	-5.977
24.990	-7.310
25.000	-10.707
25.010	-13.330
25.020	-14.147
25.030	-17.630
25.040	-19.737
25.050	-19.780
25.060	-23.177
25.070	-24.940
25.080	-24.897
25.090	-27.520
25.100	-28.767
25.110	-28.337
25.120	-30.100
25.130	-30.487
25.140	-29.240
25.150	-30.917
25.160	-30.530
25.170	-29.197
25.180	-29.670
25.190	-29.197
25.200	-27.907
25.210	-25.800
25.220	-25.757
25.230	-24.080
25.240	-21.027
25.250	-20.640
25.260	-18.447
25.270	-15.050
25.280	-14.577
25.290	-11.610
25.300	-8.557
25.310	-7.310
25.320	-5.117
25.330	-1.290
25.340	0.043
25.350	2.580
25.360	6.493
25.370	7.740
25.380	9.933
25.390	12.470
25.400	15.953
25.410	16.770
25.420	18.533
25.430	21.930
25.440	21.930
25.450	24.123
25.460	26.230
25.470	26.703
25.480	27.520
25.490	29.283
25.500	29.240
25.510	29.670
25.520	31.003
25.530	29.670
25.540	29.283
25.550	30.100
25.560	28.423
25.570	27.520
25.580	26.230
25.590	26.703
25.600	23.650
25.610	22.833
25.620	21.500
25.630	18.533
25.640	16.770
25.650	15.953
25.660	12.470
25.670	9.890
25.680	8.643
25.690	5.590
25.700	2.623
25.710	1.290
25.720	-2.107
25.730	-5.160
25.740	-5.547
25.750	-9.890
25.760	-11.567
25.770	-12.900
25.780	-15.867
25.790	-18.490
25.800	-20.167
25.810	-20.597
25.820	-23.220
25.830	-24.897
25.840	-24.510
25.850	-26.617
25.860	-27.950
25.870	-27.047
25.880	-29.240
25.890	-29.627
25.900	-28.337
25.910	-29.670
25.920	-29.627
25.930	-27.950
25.940	-28.767
25.950	-27.520
25.960	-24.897
25.970	-25.370
25.980	-24.037
25.990	-19.350
26.000	-14.577
26.010	-17.587
26.020	-15.480
26.030	-11.567
26.040	-11.180
26.050	-7.267
26.060	14.190
26.070	1.763
26.080	-0.860
26.090	3.053
26.100	3.870
26.110	4.730
26.120	7.783
26.130	8.600
26.140	11.223
26.150	13.760
26.160	11.653
26.170	0.000
26.180	18.963
26.190	20.640
26.200	22.403
26.210	24.080
26.220	26.660
26.230	22.403
26.240	25.800
26.250	30.573
26.260	29.240
26.270	29.283
26.280	30.530
26.290	29.240
26.300	28.853
26.310	29.670
26.320	27.563
26.330	26.230
26.340	26.273
26.350	23.220
26.360	21.930
26.370	21.543
26.380	18.060
26.390	16.383
26.400	14.190
26.410	13.373
26.420	9.460
26.430	7.353
26.440	6.020
26.450	2.623
26.460	-0.430
26.470	-1.247
26.480	-5.160
26.490	-7.267
26.500	-8.600
26.510	-11.997
26.520	-14.190
26.530	-15.437
26.540	-18.490
26.550	-20.597
26.560	-20.640
26.570	-24.037
26.580	-25.370
26.590	-25.757
26.600	-27.477
26.610	-28.810
26.620	-29.627
26.630	-28.810
26.640	-30.057
26.650	-30.530
26.660	-29.197
26.670	-30.100
26.680	-29.627
26.690	-27.477
26.700	-27.950
26.710	-27.047
26.720	-24.080
26.730	-23.607
26.740	-22.360
26.750	-19.307
26.760	-18.920
26.770	-16.727
26.780	-13.760
26.790	-12.427
26.800	-9.890
26.810	-7.697
26.820	-3.870
26.830	-2.537
26.840	0.430
26.850	3.913
26.860	4.730
26.870	7.353
26.880	10.750
26.890	12.083
26.900	13.760
26.910	17.673
26.920	18.490
26.930	20.253
26.940	23.220
26.950	23.650
26.960	24.983
26.970	27.520
26.980	27.563
26.990	27.950
27.000	30.143
27.010	29.240
27.020	29.240
27.030	30.143
27.040	30.530
27.050	29.283
27.060	28.810
27.070	29.283
27.080	27.090
27.090	25.800
27.100	25.843
27.110	22.790
27.120	21.543
27.130	20.640
27.140	17.243
27.150	15.480
27.160	14.663
27.170	11.180
27.180	8.643
27.190	7.740
27.200	3.870
27.210	1.333
27.220	-1.290
27.230	-2.537
27.240	-6.020
27.250	-8.557
27.260	-9.460
27.270	-13.287
27.280	-15.007
27.290	-15.910
27.300	-19.307
27.310	-21.070
27.320	-21.027
27.330	-24.510
27.340	-25.327
27.350	-25.370
27.360	-26.617
27.370	-26.230
27.380	-24.467
27.390	-28.337
27.400	-28.380
27.410	-25.757
27.420	-26.660
27.430	-26.617
27.440	-26.660
27.450	-22.317
27.460	-17.630
27.470	-18.877
27.480	-21.500
27.490	-21.457
27.500	-19.737
27.510	-18.490
27.520	-18.447
27.530	-18.920
27.540	-36.077
27.550	-13.330
27.560	-10.277
27.570	-5.590
27.580	-4.257
27.590	-5.160
27.600	0.473
27.610	2.150
27.620	6.063
27.630	8.170
27.640	11.653
27.650	12.470
27.660	14.663
27.670	18.060
27.680	18.490
27.690	20.253
27.700	23.220
27.710	23.263
27.720	24.080
27.730	27.133
27.740	26.230
27.750	26.660
27.760	28.423
27.770	27.520
27.780	27.993
27.790	29.240
27.800	27.563
27.810	27.520
27.820	27.090
27.830	27.133
27.840	24.940
27.850	23.693
27.860	23.220
27.870	20.683
27.880	18.920
27.890	18.103
27.900	15.050
27.910	13.330
27.920	12.513
27.930	8.600
27.940	6.493
27.950	5.590
27.960	1.763
27.970	-0.860
27.980	-2.107
27.990	-5.590
28.000	-8.127
28.010	-8.600
28.020	-12.427
28.030	-14.620
28.040	-16.727
28.050	-16.770
28.060	-20.167
28.070	-21.887
28.080	-22.360
28.090	-24.897
28.100	-25.800
28.110	-25.327
28.120	-27.950
28.130	-27.907
28.140	-27.090
28.150	-28.767
28.160	-28.767
28.170	-27.520
28.180	-28.337
28.190	-27.950
28.200	-25.327
28.210	-25.800
28.220	-24.897
28.230	-23.220
28.240	-20.597
28.250	-20.210
28.260	-18.447
28.270	-15.437
28.280	-14.620
28.290	-12.857
28.300	-9.460
28.310	-8.557
28.320	-6.020
28.330	-2.537
28.340	-1.290
28.350	0.903
28.360	4.730
28.370	6.063
28.380	7.740
28.390	11.653
28.400	12.470
28.410	14.190
28.420	17.673
28.430	18.490
28.440	20.253
28.450	21.930
28.460	27.563
28.470	24.510
28.480	27.563
28.490	29.670
28.500	27.520
28.510	27.133
28.520	27.520
28.530	27.563
28.540	27.520
28.550	27.563
28.560	27.950
28.570	27.090
28.580	27.563
28.590	25.800
28.600	24.123
28.610	24.080
28.620	21.543
28.630	19.350
28.640	18.060
28.650	17.243
28.660	13.760
28.670	11.653
28.680	10.750
28.690	7.353
28.700	5.160
28.710	3.913
28.720	0.000
28.730	-2.107
28.740	-3.440
28.750	-7.267
28.760	-9.460
28.770	-10.277
28.780	-13.760
28.790	-15.867
28.800	-16.340
28.810	-19.737
28.820	-21.500
28.830	-21.457
28.840	-24.467
28.850	-25.800
28.860	-26.617
28.870	-26.230
28.880	-28.337
28.890	-28.810
28.900	-27.907
28.910	-29.240
28.920	-29.197
28.930	-27.907
28.940	-28.810
28.950	-27.907
28.960	-26.230
28.970	-26.187
28.980	-24.940
28.990	-22.317
29.000	-21.930
29.010	-20.597
29.020	-17.200
29.030	-16.297
29.040	-14.577
29.050	-12.470
29.060	-8.987
29.070	-7.740
29.080	-5.547
29.090	-2.150
29.100	-0.817
29.110	1.290
29.120	5.633
29.130	6.020
29.140	9.030
29.150	12.083
29.160	12.900
29.170	14.663
29.180	18.060
29.190	18.963
29.200	20.210
29.210	23.693
29.220	23.650
29.230	24.983
29.240	27.090
29.250	26.660
29.260	27.563
29.270	27.950
29.280	29.283
29.290	27.950
29.300	27.993
29.310	29.240
29.320	27.090
29.330	26.273
29.340	27.090
29.350	24.553
29.360	23.220
29.370	23.263
29.380	20.640
29.390	18.490
29.400	18.103
29.410	14.190
29.420	12.943
29.430	11.610
29.440	8.213
29.450	6.020
29.460	3.483
29.470	2.580
29.480	-1.247
29.490	-3.440
29.500	-4.687
29.510	-8.170
29.520	-9.847
29.530	-11.180
29.540	-14.577
29.550	-16.770
29.560	-16.727
29.570	-19.780
29.580	-21.887
29.590	-21.500
29.600	-24.467
29.610	-25.327
29.620	-24.940
29.630	-27.047
29.640	-27.520
29.650	-27.907
29.660	-27.090
29.670	-28.337
29.680	-28.380
29.690	-27.047
29.700	-27.477
29.710	-26.660
29.720	-24.467
29.730	-24.510
29.740	-23.177
29.750	-20.640
29.760	-18.017
29.770	-14.620
29.780	-12.857
29.790	-13.760
29.800	-11.137
29.810	-7.310
29.820	-6.837
29.830	-4.730
29.840	-0.387
29.850	9.030
29.860	12.083
29.870	6.450
29.880	9.503
29.890	9.030
29.900	8.213
29.910	1.290
29.920	3.913
29.930	14.620
29.940	18.963
29.950	18.920
29.960	21.113
29.970	24.080
29.980	20.640
29.990	23.263
30.000	26.660
30.010	27.133
30.020	27.520
30.030	29.283
