Motion Sensor Data File Sep 25, 2018 1:54 PM
Time (s)	Distance (cm)	Dist Error (cm)
69.900	21.368	0.239
69.910	21.541	0.239
69.920	21.726	0.239
69.930	21.898	0.239
69.940	22.066	0.239
69.950	22.247	0.239
69.960	22.410	0.239
69.970	22.569	0.239
69.980	22.733	0.239
69.990	22.879	0.239
70.000	23.017	0.239
70.010	23.159	0.239
70.020	23.276	0.239
70.030	23.383	0.239
70.040	23.496	0.239
70.050	23.577	0.239
70.060	23.651	0.239
70.070	23.720	0.239
70.080	23.763	0.239
70.090	23.793	0.239
70.100	23.811	0.239
70.110	23.824	0.239
70.120	23.811	0.239
70.130	23.785	0.239
70.140	23.756	0.239
70.150	23.700	0.239
70.160	23.632	0.239
70.170	23.563	0.239
70.180	23.469	0.239
70.190	23.357	0.239
70.200	23.250	0.239
70.210	23.117	0.239
70.220	22.979	0.239
70.230	22.842	0.239
70.240	22.683	0.239
70.250	22.520	0.239
70.260	22.361	0.239
70.270	22.189	0.239
70.280	22.009	0.239
70.290	21.833	0.239
70.300	21.661	0.239
70.310	21.481	0.239
70.320	21.305	0.239
70.330	21.138	0.239
70.340	20.966	0.239
70.350	20.798	0.239
70.360	20.648	0.239
70.370	20.493	0.239
70.380	20.347	0.239
70.390	20.223	0.239
70.400	20.098	0.239
70.410	19.983	0.239
70.420	19.892	0.239
70.430	19.802	0.239
70.440	19.725	0.239
70.450	19.674	0.239
70.460	19.623	0.239
70.470	19.588	0.239
70.480	19.567	0.239
70.490	19.576	0.239
70.500	19.585	0.239
70.510	19.606	0.239
70.520	19.658	0.239
70.530	19.714	0.239
70.540	19.779	0.239
70.550	19.874	0.239
70.560	19.964	0.239
70.570	20.072	0.239
70.580	20.201	0.239
70.590	20.330	0.239
70.600	20.464	0.239
70.610	20.623	0.239
70.620	20.778	0.239
70.630	20.933	0.239
70.640	21.114	0.239
70.650	21.282	0.239
70.660	21.454	0.239
70.670	21.626	0.239
70.680	21.816	0.239
70.690	21.992	0.239
70.700	22.164	0.239
70.710	22.350	0.239
70.720	22.513	0.239
70.730	22.677	0.239
70.740	22.845	0.239
70.750	22.991	0.239
70.760	23.129	0.239
70.770	23.271	0.239
70.780	23.387	0.239
70.790	23.495	0.239
70.800	23.603	0.239
70.810	23.681	0.239
70.820	23.749	0.239
70.830	23.814	0.239
70.840	23.853	0.239
70.850	23.879	0.239
70.860	23.892	0.239
70.870	23.897	0.239
70.880	23.880	0.239
70.890	23.846	0.239
70.900	23.812	0.239
70.910	23.751	0.239
70.920	23.675	0.239
70.930	23.597	0.239
70.940	23.499	0.239
70.950	23.387	0.239
70.960	23.275	0.239
70.970	23.142	0.239
70.980	22.996	0.239
70.990	22.859	0.239
71.000	22.700	0.239
71.010	22.537	0.239
71.020	22.378	0.239
71.030	22.206	0.239
71.040	22.026	0.239
71.050	21.850	0.239
71.060	21.682	0.239
71.070	21.506	0.239
71.080	21.330	0.239
71.090	21.171	0.239
71.100	21.004	0.239
71.110	20.841	0.239
71.120	20.695	0.239
71.130	20.549	0.239
71.140	20.407	0.239
71.150	20.291	0.239
71.160	20.171	0.239
71.170	20.064	0.239
71.180	19.978	0.239
71.190	19.897	0.239
71.200	19.828	0.239
71.210	19.786	0.239
71.220	19.743	0.239
71.230	19.713	0.239
71.240	19.709	0.239
71.250	19.709	0.239
71.260	19.722	0.239
71.270	19.748	0.239
71.280	19.800	0.239
71.290	19.856	0.239
71.300	19.925	0.239
71.310	20.016	0.239
71.320	20.110	0.239
71.330	20.214	0.239
71.340	20.339	0.239
71.350	20.464	0.239
71.360	20.593	0.239
71.370	20.748	0.239
71.380	20.890	0.239
71.390	21.045	0.239
71.400	21.213	0.239
71.410	21.377	0.239
71.420	21.536	0.239
71.430	21.712	0.239
71.440	21.876	0.239
71.450	22.040	0.239
71.460	22.199	0.239
71.470	22.371	0.239
71.480	22.526	0.239
71.490	22.672	0.239
71.500	22.827	0.239
71.510	22.961	0.239
71.520	23.086	0.239
71.530	23.215	0.239
71.540	23.318	0.239
71.550	23.409	0.239
71.560	23.499	0.239
71.570	23.568	0.239
71.580	23.620	0.239
71.590	23.672	0.239
71.600	23.698	0.239
71.610	23.711	0.239
71.620	23.724	0.239
71.630	23.712	0.239
71.640	23.678	0.239
71.650	23.635	0.239
71.660	23.592	0.239
71.670	23.519	0.239
71.680	23.438	0.239
71.690	23.352	0.239
71.700	23.245	0.239
71.710	23.129	0.239
71.720	23.013	0.239
71.730	22.876	0.239
71.740	22.729	0.239
71.750	22.592	0.239
71.760	22.434	0.239
71.770	22.266	0.239
71.780	22.111	0.239
71.790	21.939	0.239
71.800	21.768	0.239
71.810	21.609	0.239
71.820	21.442	0.239
71.830	21.274	0.239
71.840	21.107	0.239
71.850	20.961	0.239
71.860	20.802	0.239
71.870	20.652	0.239
71.880	20.523	0.239
71.890	20.385	0.239
71.900	20.261	0.239
71.910	20.158	0.239
71.920	20.055	0.239
71.930	19.965	0.239
71.940	19.901	0.239
71.950	19.832	0.239
71.960	19.781	0.239
71.970	19.751	0.239
71.980	19.725	0.239
71.990	19.712	0.239
72.000	19.726	0.239
72.010	19.739	0.239
72.020	19.769	0.239
72.030	19.812	0.239
72.040	19.881	0.239
72.050	19.950	0.239
72.060	20.032	0.239
72.070	20.140	0.239
72.080	20.248	0.239
72.090	20.364	0.239
72.100	20.502	0.239
72.110	20.635	0.239
72.120	20.778	0.239
72.130	20.941	0.239
72.140	21.101	0.239
72.150	21.260	0.239
72.160	21.436	0.239
72.170	21.604	0.239
72.180	21.772	0.239
72.190	21.953	0.239
72.200	22.121	0.239
72.210	22.284	0.239
72.220	22.448	0.239
72.230	22.616	0.239
72.240	22.771	0.239
72.250	22.913	0.239
72.260	23.063	0.239
72.270	23.193	0.239
72.280	23.309	0.239
72.290	23.430	0.239
72.300	23.529	0.239
72.310	23.611	0.239
72.320	23.693	0.239
72.330	23.753	0.239
72.340	23.796	0.239
72.350	23.840	0.239
72.360	23.857	0.239
72.370	23.862	0.239
72.380	23.862	0.239
72.390	23.836	0.239
72.400	23.794	0.239
72.410	23.738	0.239
72.420	23.682	0.239
72.430	23.596	0.239
72.440	23.498	0.239
72.450	23.403	0.239
72.460	23.288	0.239
72.470	23.159	0.239
72.480	23.030	0.239
72.490	22.884	0.239
72.500	22.729	0.239
72.510	22.579	0.239
72.520	22.407	0.239
72.530	22.231	0.239
72.540	22.068	0.239
72.550	21.888	0.239
72.560	21.707	0.239
72.570	21.544	0.239
72.580	21.364	0.239
72.590	21.192	0.239
72.600	21.021	0.239
72.610	20.866	0.239
72.620	20.703	0.239
72.630	20.548	0.239
72.640	20.415	0.239
72.650	20.278	0.239
72.660	20.153	0.239
72.670	20.050	0.239
72.680	19.947	0.239
72.690	19.857	0.239
72.700	19.793	0.239
72.710	19.729	0.239
72.720	19.677	0.239
72.730	19.652	0.239
72.740	19.626	0.239
72.750	19.614	0.239
72.760	19.631	0.239
72.770	19.653	0.239
72.780	19.687	0.239
72.790	19.739	0.239
72.800	19.812	0.239
72.810	19.890	0.239
72.820	19.976	0.239
72.830	20.088	0.239
72.840	20.200	0.239
72.850	20.317	0.239
72.860	20.463	0.239
72.870	20.597	0.239
72.880	20.743	0.239
72.890	20.911	0.239
72.900	21.070	0.239
72.910	21.234	0.239
72.920	21.410	0.239
72.930	21.583	0.239
72.940	21.750	0.239
72.950	21.931	0.239
72.960	22.095	0.239
72.970	22.259	0.239
72.980	22.418	0.239
72.990	22.581	0.239
73.000	22.728	0.239
73.010	22.870	0.239
73.020	23.012	0.239
73.030	23.137	0.239
73.040	23.249	0.239
73.050	23.365	0.239
73.060	23.456	0.239
73.070	23.533	0.239
73.080	23.611	0.239
73.090	23.663	0.239
73.100	23.697	0.239
73.110	23.736	0.239
73.120	23.745	0.239
73.130	23.741	0.239
73.140	23.737	0.239
73.150	23.707	0.239
73.160	23.660	0.239
73.170	23.600	0.239
73.180	23.540	0.239
73.190	23.454	0.239
73.200	23.360	0.239
73.210	23.266	0.239
73.220	23.145	0.239
73.230	23.021	0.239
73.240	22.897	0.239
73.250	22.755	0.239
73.260	22.600	0.239
73.270	22.454	0.239
73.280	22.295	0.239
73.290	22.128	0.239
73.300	21.965	0.239
73.310	21.797	0.239
73.320	21.621	0.239
73.330	21.463	0.239
73.340	21.295	0.239
73.350	21.128	0.239
73.360	20.964	0.239
73.370	20.823	0.239
73.380	20.672	0.239
73.390	20.531	0.239
73.400	20.410	0.239
73.410	20.286	0.239
73.420	20.175	0.239
73.430	20.084	0.239
73.440	19.995	0.239
73.450	19.917	0.239
73.460	19.866	0.239
73.470	19.814	0.239
73.480	19.776	0.239
73.490	19.768	0.239
73.500	19.759	0.239
73.510	19.764	0.239
73.520	19.794	0.239
73.530	19.829	0.239
73.540	19.876	0.239
73.550	19.937	0.239
73.560	20.023	0.239
73.570	20.109	0.239
73.580	20.208	0.239
73.590	20.329	0.239
73.600	20.445	0.239
73.610	20.574	0.239
73.620	20.721	0.239
73.630	20.867	0.239
73.640	21.014	0.239
73.650	21.181	0.239
73.660	21.341	0.239
73.670	21.504	0.239
73.680	21.681	0.239
73.690	21.844	0.239
73.700	22.008	0.239
73.710	22.180	0.239
73.720	22.335	0.239
73.730	22.486	0.239
73.740	22.633	0.239
73.750	22.787	0.239
73.760	22.921	0.239
73.770	23.046	0.239
73.780	23.171	0.239
73.790	23.278	0.239
73.800	23.374	0.239
73.810	23.472	0.239
73.820	23.542	0.239
73.830	23.602	0.239
73.840	23.662	0.239
73.850	23.693	0.239
73.860	23.710	0.239
73.870	23.732	0.239
73.880	23.719	0.239
73.890	23.698	0.239
73.900	23.672	0.239
73.910	23.625	0.239
73.920	23.561	0.239
73.930	23.484	0.239
73.940	23.411	0.239
73.950	23.308	0.239
73.960	23.192	0.239
73.970	23.085	0.239
73.980	22.952	0.239
73.990	22.815	0.239
74.000	22.677	0.239
74.010	22.523	0.239
74.020	22.363	0.239
74.030	22.209	0.239
74.040	22.037	0.239
74.050	21.870	0.239
74.060	21.703	0.239
74.070	21.531	0.239
74.080	21.359	0.239
74.090	21.200	0.239
74.100	21.033	0.239
74.110	20.873	0.239
74.120	20.732	0.239
74.130	20.582	0.239
74.140	20.440	0.239
74.150	20.311	0.239
74.160	20.200	0.239
74.170	20.084	0.239
74.180	19.985	0.239
74.190	19.908	0.239
74.200	19.831	0.239
74.210	19.767	0.239
74.220	19.728	0.239
74.230	19.694	0.239
74.240	19.672	0.239
74.250	19.677	0.239
74.260	19.682	0.239
74.270	19.703	0.239
74.280	19.747	0.239
74.290	19.794	0.239
74.300	19.855	0.239
74.310	19.945	0.239
74.320	20.032	0.239
74.330	20.130	0.239
74.340	20.238	0.239
74.350	20.372	0.239
74.360	20.501	0.239
74.370	20.639	0.239
74.380	20.794	0.239
74.390	20.944	0.239
74.400	21.104	0.239
74.410	21.276	0.239
74.420	21.444	0.239
74.430	21.612	0.239
74.440	21.792	0.239
74.450	21.961	0.239
74.460	22.128	0.239
74.470	22.305	0.239
74.480	22.464	0.239
74.490	22.619	0.239
74.500	22.783	0.239
74.510	22.921	0.239
74.520	23.054	0.239
74.530	23.179	0.239
74.540	23.304	0.239
74.550	23.412	0.239
74.560	23.502	0.239
74.570	23.597	0.239
74.580	23.666	0.239
74.590	23.718	0.239
74.600	23.770	0.239
74.610	23.800	0.239
74.620	23.813	0.239
74.630	23.822	0.239
74.640	23.809	0.239
74.650	23.779	0.239
74.660	23.749	0.239
74.670	23.694	0.239
74.680	23.625	0.239
74.690	23.552	0.239
74.700	23.458	0.239
74.710	23.355	0.239
74.720	23.235	0.239
74.730	23.123	0.239
74.740	22.986	0.239
74.750	22.844	0.239
74.760	22.707	0.239
74.770	22.548	0.239
74.780	22.385	0.239
74.790	22.231	0.239
74.800	22.063	0.239
74.810	21.891	0.239
74.820	21.732	0.239
74.830	21.561	0.239
74.840	21.389	0.239
74.850	21.234	0.239
74.860	21.071	0.239
74.870	20.912	0.239
74.880	20.775	0.239
74.890	20.629	0.239
74.900	20.492	0.239
74.910	20.367	0.239
74.920	20.260	0.239
74.930	20.152	0.239
74.940	20.058	0.239
74.950	19.985	0.239
74.960	19.912	0.239
74.970	19.853	0.239
74.980	19.823	0.239
74.990	19.789	0.239
75.000	19.767	0.239
75.010	19.776	0.239
75.020	19.780	0.239
75.030	19.802	0.239
75.040	19.850	0.239
75.050	19.897	0.239
75.060	19.962	0.239
75.070	20.048	0.239
75.080	20.134	0.239
75.090	20.229	0.239
75.100	20.337	0.239
75.110	20.462	0.239
75.120	20.587	0.239
75.130	20.716	0.239
75.140	20.867	0.239
75.150	21.009	0.239
75.160	21.159	0.239
75.170	21.328	0.239
75.180	21.487	0.239
75.190	21.642	0.239
75.200	21.818	0.239
75.210	21.973	0.239
75.220	22.133	0.239
75.230	22.301	0.239
75.240	22.447	0.239
75.250	22.589	0.239
75.260	22.740	0.239
75.270	22.869	0.239
75.280	22.990	0.239
75.290	23.102	0.239
75.300	23.218	0.239
75.310	23.309	0.239
75.320	23.386	0.239
75.330	23.472	0.239
75.340	23.528	0.239
75.350	23.572	0.239
75.360	23.615	0.239
75.370	23.632	0.239
75.380	23.632	0.239
75.390	23.637	0.239
75.400	23.607	0.239
75.410	23.573	0.239
75.420	23.534	0.239
75.430	23.470	0.239
75.440	23.393	0.239
75.450	23.316	0.239
75.460	23.217	0.239
75.470	23.106	0.239
75.480	22.985	0.239
75.490	22.865	0.239
75.500	22.728	0.239
75.510	22.582	0.239
75.520	22.449	0.239
75.530	22.294	0.239
75.540	22.136	0.239
75.550	21.985	0.239
75.560	21.822	0.239
75.570	21.654	0.239
75.580	21.500	0.239
75.590	21.337	0.239
75.600	21.178	0.239
75.610	21.032	0.239
75.620	20.882	0.239
75.630	20.736	0.239
75.640	20.611	0.239
75.650	20.483	0.239
75.660	20.358	0.239
75.670	20.247	0.239
75.680	20.157	0.239
75.690	20.062	0.239
75.700	19.981	0.239
75.710	19.925	0.239
75.720	19.869	0.239
75.730	19.826	0.239
75.740	19.810	0.239
75.750	19.792	0.239
75.760	19.793	0.239
75.770	19.814	0.239
75.780	19.836	0.239
75.790	19.875	0.239
75.800	19.940	0.239
75.810	20.000	0.239
75.820	20.078	0.239
75.830	20.177	0.239
75.840	20.276	0.239
75.850	20.384	0.239
75.860	20.505	0.239
75.870	20.646	0.239
75.880	20.780	0.239
75.890	20.922	0.239
75.900	21.082	0.239
75.910	21.236	0.239
75.920	21.392	0.239
75.930	21.564	0.239
75.940	21.727	0.239
75.950	21.891	0.239
75.960	22.063	0.239
75.970	22.222	0.239
75.980	22.382	0.239
75.990	22.545	0.239
76.000	22.692	0.239
76.010	22.834	0.239
76.020	22.976	0.239
76.030	23.101	0.239
76.040	23.217	0.239
76.050	23.325	0.239
76.060	23.433	0.239
76.070	23.519	0.239
76.080	23.588	0.239
76.090	23.661	0.239
76.100	23.709	0.239
76.110	23.739	0.239
76.120	23.770	0.239
76.130	23.774	0.239
76.140	23.766	0.239
76.150	23.757	0.239
76.160	23.719	0.239
76.170	23.667	0.239
76.180	23.612	0.239
76.190	23.534	0.239
76.200	23.444	0.239
76.210	23.355	0.239
76.220	23.243	0.239
76.230	23.119	0.239
76.240	22.985	0.239
76.250	22.857	0.239
76.260	22.706	0.239
76.270	22.552	0.239
76.280	22.401	0.239
76.290	22.238	0.239
76.300	22.067	0.239
76.310	21.908	0.239
76.320	21.736	0.239
76.330	21.564	0.239
76.340	21.401	0.239
76.350	21.233	0.239
76.360	21.066	0.239
76.370	20.916	0.239
76.380	20.761	0.239
76.390	20.611	0.239
76.400	20.482	0.239
76.410	20.354	0.239
76.420	20.229	0.239
76.430	20.118	0.239
76.440	20.027	0.239
76.450	19.937	0.239
76.460	19.856	0.239
76.470	19.805	0.239
76.480	19.749	0.239
76.490	19.710	0.239
76.500	19.698	0.239
76.510	19.689	0.239
76.520	19.690	0.239
76.530	19.720	0.239
76.540	19.750	0.239
76.550	19.798	0.239
76.560	19.867	0.239
76.570	19.936	0.239
76.580	20.018	0.239
76.590	20.125	0.239
76.600	20.229	0.239
76.610	20.345	0.239
76.620	20.466	0.239
76.630	20.612	0.239
76.640	20.754	0.239
76.650	20.901	0.239
76.660	21.064	0.239
76.670	21.219	0.239
76.680	21.379	0.239
76.690	21.551	0.239
76.700	21.715	0.239
76.710	21.878	0.239
76.720	22.050	0.239
76.730	22.209	0.239
76.740	22.365	0.239
76.750	22.528	0.239
76.760	22.670	0.239
76.770	22.808	0.239
76.780	22.950	0.239
76.790	23.071	0.239
76.800	23.183	0.239
76.810	23.282	0.239
76.820	23.385	0.239
76.830	23.463	0.239
76.840	23.528	0.239
76.850	23.597	0.239
76.860	23.636	0.239
76.870	23.666	0.239
76.880	23.692	0.239
76.890	23.692	0.239
76.900	23.680	0.239
76.910	23.667	0.239
76.920	23.624	0.239
76.930	23.568	0.239
76.940	23.517	0.239
76.950	23.440	0.239
76.960	23.346	0.239
76.970	23.260	0.239
76.980	23.148	0.239
76.990	23.028	0.239
77.000	22.895	0.239
77.010	22.771	0.239
77.020	22.624	0.239
77.030	22.470	0.239
77.040	22.328	0.239
77.050	22.165	0.239
77.060	22.002	0.239
77.070	21.847	0.239
77.080	21.680	0.239
77.090	21.512	0.239
77.100	21.362	0.239
77.110	21.199	0.239
77.120	21.040	0.239
77.130	20.903	0.239
77.140	20.757	0.239
77.150	20.615	0.239
77.160	20.499	0.239
77.170	20.379	0.239
77.180	20.268	0.239
77.190	20.165	0.239
77.200	20.087	0.239
77.210	20.010	0.239
77.220	19.946	0.239
77.230	19.908	0.239
77.240	19.869	0.239
77.250	19.839	0.239
77.260	19.844	0.239
77.270	19.844	0.239
77.280	19.861	0.239
77.290	19.900	0.239
77.300	19.943	0.239
77.310	20.000	0.239
77.320	20.077	0.239
77.330	20.155	0.239
77.340	20.250	0.239
77.350	20.362	0.239
77.360	20.474	0.239
77.370	20.594	0.239
77.380	20.723	0.239
77.390	20.870	0.239
77.400	21.012	0.239
77.410	21.159	0.239
77.420	21.322	0.239
77.430	21.477	0.239
77.440	21.632	0.239
77.450	21.800	0.239
77.460	21.955	0.239
77.470	22.106	0.239
77.480	22.269	0.239
77.490	22.416	0.239
77.500	22.558	0.239
77.510	22.709	0.239
77.520	22.833	0.239
77.530	22.954	0.239
77.540	23.083	0.239
77.550	23.187	0.239
77.560	23.277	0.239
77.570	23.364	0.239
77.580	23.445	0.239
77.590	23.506	0.239
77.600	23.553	0.239
77.610	23.601	0.239
77.620	23.622	0.239
77.630	23.632	0.239
77.640	23.640	0.239
77.650	23.619	0.239
77.660	23.589	0.239
77.670	23.559	0.239
77.680	23.499	0.239
77.690	23.426	0.239
77.700	23.358	0.239
77.710	23.263	0.239
77.720	23.161	0.239
77.730	23.057	0.239
77.740	22.933	0.239
77.750	22.800	0.239
77.760	22.658	0.239
77.770	22.525	0.239
77.780	22.371	0.239
77.790	22.216	0.239
77.800	22.062	0.239
77.810	21.903	0.239
77.820	21.731	0.239
77.830	21.581	0.239
77.840	21.413	0.239
77.850	21.250	0.239
77.860	21.104	0.239
77.870	20.945	0.239
77.880	20.795	0.239
77.890	20.662	0.239
77.900	20.525	0.239
77.910	20.396	0.239
77.920	20.289	0.239
77.930	20.181	0.239
77.940	20.083	0.239
77.950	19.992	0.239
77.960	19.928	0.239
77.970	19.864	0.239
77.980	19.817	0.239
77.990	19.792	0.239
78.000	19.766	0.239
78.010	19.753	0.239
78.020	19.771	0.239
78.030	19.788	0.239
78.040	19.814	0.239
78.050	19.870	0.239
78.060	19.926	0.239
78.070	19.995	0.239
78.080	20.090	0.239
78.090	20.181	0.239
78.100	20.284	0.239
78.110	20.409	0.239
78.120	20.529	0.239
78.130	20.659	0.239
78.140	20.797	0.239
78.150	20.956	0.239
78.160	21.107	0.239
78.170	21.262	0.239
78.180	21.429	0.239
78.190	21.589	0.239
78.200	21.752	0.239
78.210	21.925	0.239
78.220	22.084	0.239
78.230	22.243	0.239
78.240	22.411	0.239
78.250	22.562	0.239
78.260	22.704	0.239
78.270	22.851	0.239
78.280	22.980	0.239
78.290	23.105	0.239
78.300	23.225	0.239
78.310	23.329	0.239
78.320	23.419	0.239
78.330	23.497	0.239
78.340	23.579	0.239
78.350	23.631	0.239
78.360	23.674	0.239
78.370	23.717	0.239
78.380	23.730	0.239
78.390	23.735	0.239
78.400	23.735	0.239
78.410	23.709	0.239
78.420	23.671	0.239
78.430	23.632	0.239
78.440	23.568	0.239
78.450	23.491	0.239
78.460	23.418	0.239
78.470	23.319	0.239
78.480	23.208	0.239
78.490	23.100	0.239
78.500	22.972	0.239
78.510	22.834	0.239
78.520	22.689	0.239
78.530	22.551	0.239
78.540	22.397	0.239
78.550	22.237	0.239
78.560	22.087	0.239
78.570	21.924	0.239
78.580	21.757	0.239
78.590	21.602	0.239
78.600	21.439	0.239
78.610	21.276	0.239
78.620	21.130	0.239
78.630	20.980	0.239
78.640	20.829	0.239
78.650	20.701	0.239
78.660	20.568	0.239
78.670	20.443	0.239
78.680	20.336	0.239
78.690	20.228	0.239
78.700	20.134	0.239
78.710	20.048	0.239
78.720	19.984	0.239
78.730	19.924	0.239
78.740	19.873	0.239
78.750	19.851	0.239
78.760	19.830	0.239
78.770	19.818	0.239
78.780	19.835	0.239
78.790	19.853	0.239
78.800	19.883	0.239
78.810	19.939	0.239
78.820	19.991	0.239
78.830	20.060	0.239
78.840	20.146	0.239
78.850	20.237	0.239
78.860	20.336	0.239
78.870	20.456	0.239
78.880	20.577	0.239
78.890	20.702	0.239
78.900	20.835	0.239
78.910	20.986	0.239
78.920	21.132	0.239
78.930	21.279	0.239
78.940	21.442	0.239
78.950	21.593	0.239
78.960	21.744	0.239
78.970	21.912	0.239
78.980	22.062	0.239
78.990	22.213	0.239
79.000	22.372	0.239
79.010	22.510	0.239
79.020	22.644	0.239
79.030	22.786	0.239
79.040	22.907	0.239
79.050	23.014	0.239
79.060	23.131	0.239
79.070	23.225	0.239
79.080	23.303	0.239
79.090	23.372	0.239
79.100	23.441	0.239
79.110	23.488	0.239
79.120	23.519	0.239
79.130	23.554	0.239
79.140	23.558	0.239
79.150	23.554	0.239
79.160	23.541	0.239
79.170	23.512	0.239
79.180	23.464	0.239
79.190	23.422	0.239
79.200	23.349	0.239
79.210	23.267	0.239
79.220	23.186	0.239
79.230	23.083	0.239
79.240	22.971	0.239
79.250	22.860	0.239
79.260	22.731	0.239
79.270	22.593	0.239
79.280	22.448	0.239
79.290	22.314	0.239
79.300	22.160	0.239
79.310	22.005	0.239
79.320	21.864	0.239
79.330	21.705	0.239
79.340	21.550	0.239
79.350	21.405	0.239
79.360	21.250	0.239
79.370	21.100	0.239
79.380	20.962	0.239
79.390	20.821	0.239
79.400	20.683	0.239
79.410	20.572	0.239
79.420	20.451	0.239
79.430	20.340	0.239
79.440	20.250	0.239
79.450	20.160	0.239
79.460	20.078	0.239
79.470	20.010	0.239
79.480	19.963	0.239
79.490	19.920	0.239
79.500	19.886	0.239
79.510	19.877	0.239
79.520	19.869	0.239
79.530	19.878	0.239
79.540	19.908	0.239
79.550	19.943	0.239
79.560	19.986	0.239
79.570	20.059	0.239
79.580	20.128	0.239
79.590	20.206	0.239
79.600	20.314	0.239
79.610	20.413	0.239
79.620	20.525	0.239
79.630	20.658	0.239
79.640	20.787	0.239
79.650	20.921	0.239
79.660	21.063	0.239
79.670	21.222	0.239
79.680	21.373	0.239
79.690	21.528	0.239
79.700	21.696	0.239
